venture_id,venture_name,sector,stage,status,has_uuid,uuid
EC-059-AI-Logistics-Planner,Ai Logistics Planner,market,planned,planned,yes,344b87d3-150c-422f-9fab-21632cf5f464
EC-060-AI-Customer-Loyalty,Ai Customer Loyalty,market,planned,planned,yes,227ee829-19eb-4140-8f4e-d5c738068733
EC-061-AI-Gift-Finder,Ai Gift Finder,market,planned,planned,yes,82bae0ac-72af-4173-874c-de5254964862
EC-062-AI-Trend-Hunter,Ai Trend Hunter,market,planned,planned,yes,87003939-3647-4fb8-b810-5576913b0fb5
EC-063-AI-Market-Research,Ai Market Research,market,planned,planned,yes,34bef434-d5d2-4dab-b6f4-594fa069d2cc
EC-064-AI-Competitor-Watcher,Ai Competitor Watcher,market,planned,planned,yes,dbfe774d-fa2a-4692-b246-68099c88b85c
EC-065-AI-Product-Development,Ai Product Development,market,planned,planned,yes,66f336ca-ac2d-4566-b711-7d8ee8d2e0df
EC-066-AI-Customer-Journey,Ai Customer Journey,market,planned,planned,yes,c9ef5321-03f9-4c9e-8c92-c3fbaf73e773
EC-067-AI-Payment-Optimization,Ai Payment Optimization,market,planned,planned,yes,5469f98f-1926-4d43-9e44-d1e348e08b64
EC-068-AI-Returns-Management,Ai Returns Management,market,planned,planned,yes,0f8fb560-a2fe-44f5-a527-8473a64371eb
EC-069-AI-Shipping-Labeler,Ai Shipping Labeler,market,planned,planned,yes,1467e5ce-7a97-4daa-a208-f412fcd8d0b9
EC-070-AI-Product-Launch-Coach,Ai Product Launch Coach,market,planned,planned,yes,81ecd43c-8fe7-4d72-b410-bd85f61ed134
EC-071-AI-Vendor-Negotiator,Ai Vendor Negotiator,market,planned,planned,yes,6c67f50e-b6ae-44d8-9107-2482914ed3f5
EC-072-AI-Product-Cataloger,Ai Product Cataloger,market,planned,planned,yes,2ff505e9-628e-4851-88c2-891abc76953b
EC-073-AI-Order-Prioritizer,Ai Order Prioritizer,market,planned,planned,yes,1c5521f5-b350-4cb0-b3a4-34736d9d383b
EC-074-AI-Customer-Segmentation,Ai Customer Segmentation,market,planned,planned,yes,7b51ad29-9423-424f-83e9-e3865cc498ef
EC-075-AI-Pricing-Analyst,Ai Pricing Analyst,market,planned,planned,yes,0811dbca-04ed-4e24-a051-2fc8ab94d028
EC-076-AI-Sales-Forecasting,Ai Sales Forecasting,market,planned,planned,yes,35cda89c-dc7c-4391-8323-5d8237921766
EC-077-AI-Inventory-Reordering,Ai Inventory Reordering,market,planned,planned,yes,5d1dba3e-c471-4576-8a95-3046773736d3
EC-078-AI-Product-Comparison,Ai Product Comparison,market,planned,planned,yes,f999b069-6bfe-47b6-9291-64f2477fe2cf
EC-079-AI-Customer-Feedback,Ai Customer Feedback,market,planned,planned,yes,f9cf7ded-9f65-4bf8-851f-45c3a927951b
EC-080-AI-Product-Updates,Ai Product Updates,market,planned,planned,yes,5db8782d-eae9-4d82-a273-695467be0159
EC-081-AI-Cross-Selling,Ai Cross Selling,market,planned,planned,yes,fe3f5bec-194c-4cc5-a5b9-bb7eb4f0d768
EC-082-AI-Up-Selling,Ai Up Selling,market,planned,planned,yes,08b32575-d364-4c67-9e6a-137ee4e37c58
EC-083-AI-Product-Education,Ai Product Education,market,planned,planned,yes,49526c95-3d5f-4702-9c1b-eafe7fa02750
EC-084-AI-Purchase-Timing,Ai Purchase Timing,market,planned,planned,yes,863af29c-17ba-4e86-b796-048d1a97a443
EC-085-AI-Customer-Support,Ai Customer Support,market,planned,planned,yes,183352d5-3ad0-46bc-830f-4609de0c8361
EC-086-AI-Order-Tracking,Ai Order Tracking,market,planned,planned,yes,31c6fede-cbc0-44a0-8617-11c205aa0d84
EC-087-AI-Product-Reviews,Ai Product Reviews,market,planned,planned,yes,d16e5b60-facb-48d4-a756-1eb320e77b48
EC-088-AI-Customer-Community,Ai Customer Community,market,planned,planned,yes,55af196a-fcc9-45c2-9890-e711c18cb9e4
EC-089-AI-Product-Customization,Ai Product Customization,market,planned,planned,yes,bfc7ced0-d7ac-4d3d-9c3c-0f986dd4fe00
EC-090-AI-Gift-Registry,Ai Gift Registry,market,planned,planned,yes,b54d49c0-24c4-47d7-93f9-d0679060c937
EC-091-AI-Wedding-Registry,Ai Wedding Registry,market,planned,planned,yes,dd8c7cb1-1fd7-45b2-9518-3d7bec60cf89
EC-092-AI-Baby-Registry,Ai Baby Registry,market,planned,planned,yes,8d5ae8d2-1bbc-4f9f-b4d7-7ecc849614c9
EC-093-AI-Holiday-Planner,Ai Holiday Planner,market,planned,planned,yes,9c7bfa8b-7f10-4440-8653-fb724bb14b96
EC-094-AI-Personal-Shopper,Ai Personal Shopper,market,planned,planned,yes,b43d8d59-cf41-4e0d-9104-5d7aa1c7cc8b
EC-095-AI-Color-Match,Ai Color Match,market,planned,planned,yes,57f222b2-4bd7-47fe-a6b9-4ca9fb85f397
EC-096-AI-Fabric-Advisor,Ai Fabric Advisor,market,planned,planned,yes,b908c142-2cd7-4dd3-80a3-333072fc2139
EC-097-AI-Fit-Recommendation,Ai Fit Recommendation,market,planned,planned,yes,53092cce-000a-4f02-acbd-c38c3e47fe4b
EC-098-AI-Outfit-Builder,Ai Outfit Builder,market,planned,planned,yes,248ceb22-f8ba-41b3-81e0-83deabb758af
EC-099-AI-Seasonal-Forecast,Ai Seasonal Forecast,market,planned,planned,yes,d164ed2d-5fee-4093-8a56-497160748693
EC-100-AI-Wardrobe-Planner,Ai Wardrobe Planner,market,planned,planned,yes,e52fe3ef-7143-493b-972b-842b0e3dc914
EC-101-AI-Accessory-Match,Ai Accessory Match,market,planned,planned,yes,efb86511-f300-4a3b-b79c-fd66c475c586
EC-102-AI-Shoe-Match,Ai Shoe Match,market,planned,planned,yes,e6196ee6-bfda-4687-bff6-2ca57d6b5f4c
EC-103-AI-Jewelry-Match,Ai Jewelry Match,market,planned,planned,yes,69cafbde-7fc1-4870-b3e6-3e5d4149db1c
EC-104-AI-Bag-Match,Ai Bag Match,market,planned,planned,yes,59e5eaf3-ebcb-4166-b3f7-ad1535df269d
EC-105-AI-Color-Palette,Ai Color Palette,market,planned,planned,yes,d6153a57-d968-48fd-aa9f-bf8ba187b554
EC-106-AI-Outfit-Recycling,Ai Outfit Recycling,market,planned,planned,yes,75c46304-481e-4f5e-9d1a-ab0474e66c89
EC-107-AI-Style-Evolution,Ai Style Evolution,market,planned,planned,yes,f18dc898-2522-49f6-928c-7f9ca7598d20
EC-108-AI-Budget-Stylist,Ai Budget Stylist,market,planned,planned,yes,2aa052f5-86fa-4b5f-b82c-3803b6fa0658
EC-109-AI-Trend-Archive,Ai Trend Archive,market,planned,planned,yes,8ae79082-a341-4e02-b85d-2d8cb240399d
EC-110-AI-Vintage-Advisor,Ai Vintage Advisor,market,planned,planned,yes,058bc6e3-2b03-4234-ade7-5bdc10a27e79
TECH-001-Quantum-Algorithm-AI,Quantum Algorithm Ai,devtools,planned,planned,yes,53d29854-db4f-4077-9bc4-a425e90dd022
TECH-002-AI-Compliance-Scanner,Ai Compliance Scanner,devtools,planned,planned,yes,983772dd-4f7e-47ce-afc6-99391b68aa7b
TECH-003-Cloud-Management-AI,Cloud Management Ai,devtools,planned,planned,yes,ad144268-9278-4730-aac8-5ca2410c6e9c
TECH-004-Robotics-Training-AI,Robotics Training Ai,devtools,planned,planned,yes,76da1050-6573-4962-acd6-03457e2ab645
TECH-005-Customer-Insights-AI,Customer Insights Ai,devtools,planned,planned,yes,06018304-6677-466a-b2ca-48b723420496
TECH-006-Voice-Assistant-AI,Voice Assistant Ai,devtools,planned,planned,yes,1beee46c-512a-4465-bea0-930c5cf9b6c4
TECH-007-Blockchain-Verifier-AI,Blockchain Verifier Ai,devtools,planned,planned,yes,69a09970-4f23-4629-898f-68945a6c432b
TECH-008-Cybersecurity-Shield,Cybersecurity Shield,devtools,planned,planned,yes,974d3937-2057-4deb-89e2-c14f919472ab
TECH-009-Content-Studio-AI,Content Studio Ai,devtools,planned,planned,yes,0d31cc43-724b-4f18-ab7e-eee59d351acd
TECH-010-Smart-Home-AI,Smart Home Ai,devtools,planned,planned,yes,e4a89c97-b32c-4d4e-b0d7-00f0e8ae2dd0
TECH-011-Supply-Chain-Optimizer,Supply Chain Optimizer,devtools,planned,planned,yes,a90fb2af-322e-4d30-a788-cbceb022ffd4
TECH-012-Data-Visualization-AI,Data Visualization Ai,devtools,planned,planned,yes,4f726b51-54a4-472d-9f27-78ae5868efb5
TECH-013-Workflow-Automation,Workflow Automation,devtools,planned,planned,yes,3a5d86be-26e5-44f4-8ab2-e7c7725e98ba
TECH-014-Sentiment-Analyzer,Sentiment Analyzer,devtools,planned,planned,yes,8071f41e-7e52-471b-bd3a-827275046c85
TECH-015-Image-Recognition-AI,Image Recognition Ai,devtools,planned,planned,yes,de1cd4e3-c1c1-4413-9ebf-38e5cc542990
TECH-016-Video-Editor-AI,Video Editor Ai,devtools,planned,planned,yes,9e4f8a59-04d9-4057-a45f-1674be04bf5c
TECH-017-Speech-to-Text-AI,Speech To Text Ai,devtools,planned,planned,yes,0d0043e7-228c-4c3c-8a34-bf38798c692c
TECH-018-Text-to-Speech-AI,Text To Speech Ai,devtools,planned,planned,yes,d798fded-ea57-4f57-bc7b-d8da7dd04c61
TECH-019-Fraud-Prevention-AI,Fraud Prevention Ai,devtools,planned,planned,yes,6cab83a8-f1f8-4b3a-82df-5ff417b6e4f5
TECH-020-Recommendation-Engine,Recommendation Engine,devtools,planned,planned,yes,70a6dd47-0fe7-456e-bf0e-497b09bab3f4
TECH-021-Network-Security-AI,Network Security Ai,devtools,planned,planned,yes,80a66845-2d08-4c50-b0eb-fdfde32cbf73
TECH-022-Database-Optimizer,Database Optimizer,devtools,planned,planned,yes,a1fe0e85-0c38-4f3c-8f31-a6170dddfa05
TECH-023-AI-Testing-Platform,Ai Testing Platform,devtools,planned,planned,yes,fa284812-facc-4c83-b825-106ea6626efd
TECH-024-Virtual-Assistant-Builder,Virtual Assistant Builder,devtools,planned,planned,yes,0cfa37d1-5dbe-44de-ac1d-bb54b5f2f26b
TECH-025-Machine-Learning-Builder,Machine Learning Builder,devtools,planned,planned,yes,554e22d2-a833-48b3-b9db-a02721589a59
TECH-026-AI-Ethics-Auditor,Ai Ethics Auditor,devtools,planned,planned,yes,150c4561-556e-49c2-a85f-a313bf3157bf
TECH-027-Predictive-Analytics-AI,Predictive Analytics Ai,devtools,planned,planned,yes,557a4aa2-7e4e-4eb6-8970-59813355bf0f
TECH-028-AI-Training-Platform,Ai Training Platform,devtools,planned,planned,yes,51b7ebf7-d058-49ec-8833-8021a05b7a09
TECH-029-Digital-Twin-AI,Digital Twin Ai,devtools,planned,planned,yes,f98ce20d-3fb9-4dae-a8af-890f97920a98
TECH-030-AI-Monitoring-System,Ai Monitoring System,devtools,planned,planned,yes,2fb6e87b-cb75-429f-b212-1b62959a69d6
TECH-031-Edge-Computing-AI,Edge Computing Ai,devtools,planned,planned,yes,01c5e938-dbea-4bc7-9cdf-441ebc75c1a6
TECH-032-AI-Integration-Hub,Ai Integration Hub,devtools,planned,planned,yes,0f6a2756-2bc4-4fd5-abb9-30d24b087aca
TECH-033-Quantum-Algorithm-AI,Quantum Algorithm Ai,devtools,planned,planned,yes,53d29854-db4f-4077-9bc4-a425e90dd022
TECH-034-AI-Compliance-Scanner,Ai Compliance Scanner,devtools,planned,planned,yes,983772dd-4f7e-47ce-afc6-99391b68aa7b
TECH-035-Cloud-Management-AI,Cloud Management Ai,devtools,planned,planned,yes,ad144268-9278-4730-aac8-5ca2410c6e9c
TECH-036-Robotics-Training-AI,Robotics Training Ai,devtools,planned,planned,yes,76da1050-6573-4962-acd6-03457e2ab645
TECH-037-Customer-Insights-AI,Customer Insights Ai,devtools,planned,planned,yes,06018304-6677-466a-b2ca-48b723420496
TECH-038-Voice-Assistant-AI,Voice Assistant Ai,devtools,planned,planned,yes,1beee46c-512a-4465-bea0-930c5cf9b6c4
TECH-039-Blockchain-Verifier-AI,Blockchain Verifier Ai,devtools,validation,validation,yes,69a09970-4f23-4629-898f-68945a6c432b
TECH-040-Cybersecurity-Shield,Cybersecurity Shield,devtools,planned,planned,yes,974d3937-2057-4deb-89e2-c14f919472ab
TECH-041-Content-Studio-AI,Content Studio Ai,devtools,planned,planned,yes,0d31cc43-724b-4f18-ab7e-eee59d351acd
TECH-042-Smart-Home-AI,Smart Home Ai,devtools,planned,planned,yes,e4a89c97-b32c-4d4e-b0d7-00f0e8ae2dd0
TECH-043-Supply-Chain-Optimizer,Supply Chain Optimizer,devtools,planned,planned,yes,a90fb2af-322e-4d30-a788-cbceb022ffd4
TECH-044-Data-Visualization-AI,Data Visualization Ai,devtools,planned,planned,yes,4f726b51-54a4-472d-9f27-78ae5868efb5
TECH-045-Workflow-Automation,Workflow Automation,devtools,planned,planned,yes,3a5d86be-26e5-44f4-8ab2-e7c7725e98ba
TECH-046-Sentiment-Analyzer,Sentiment Analyzer,devtools,planned,planned,yes,8071f41e-7e52-471b-bd3a-827275046c85
TECH-047-Image-Recognition-AI,Image Recognition Ai,devtools,planned,planned,yes,de1cd4e3-c1c1-4413-9ebf-38e5cc542990
TECH-048-Video-Editor-AI,Video Editor Ai,devtools,planned,planned,yes,9e4f8a59-04d9-4057-a45f-1674be04bf5c
TECH-049-Speech-to-Text-AI,Speech To Text Ai,devtools,planned,planned,yes,0d0043e7-228c-4c3c-8a34-bf38798c692c
TECH-050-Text-to-Speech-AI,Text To Speech Ai,devtools,planned,planned,yes,d798fded-ea57-4f57-bc7b-d8da7dd04c61
TECH-051-Fraud-Prevention-AI,Fraud Prevention Ai,devtools,planned,planned,yes,6cab83a8-f1f8-4b3a-82df-5ff417b6e4f5
TECH-052-Recommendation-Engine,Recommendation Engine,devtools,planned,planned,yes,70a6dd47-0fe7-456e-bf0e-497b09bab3f4
TECH-053-Network-Security-AI,Network Security Ai,devtools,planned,planned,yes,80a66845-2d08-4c50-b0eb-fdfde32cbf73
TECH-054-Database-Optimizer,Database Optimizer,devtools,planned,planned,yes,a1fe0e85-0c38-4f3c-8f31-a6170dddfa05
TECH-055-AI-Testing-Platform,Ai Testing Platform,devtools,planned,planned,yes,fa284812-facc-4c83-b825-106ea6626efd
TECH-056-Virtual-Assistant-Builder,Virtual Assistant Builder,devtools,planned,planned,yes,0cfa37d1-5dbe-44de-ac1d-bb54b5f2f26b
TECH-057-Machine-Learning-Builder,Machine Learning Builder,devtools,planned,planned,yes,554e22d2-a833-48b3-b9db-a02721589a59
TECH-058-AI-Ethics-Auditor,Ai Ethics Auditor,devtools,planned,planned,yes,150c4561-556e-49c2-a85f-a313bf3157bf
TECH-059-Predictive-Analytics-AI,Predictive Analytics Ai,devtools,planned,planned,yes,557a4aa2-7e4e-4eb6-8970-59813355bf0f
TECH-060-AI-Training-Platform,Ai Training Platform,devtools,planned,planned,yes,51b7ebf7-d058-49ec-8833-8021a05b7a09
OPS-001-Fractional-CTO-Agency,Fractional Cto Agency,infra,planned,planned,yes,b416b597-7785-44d4-b385-3474f465f588
OPS-002-Supply-Chain-Optimizer,Supply Chain Optimizer,infra,planned,planned,yes,a90fb2af-322e-4d30-a788-cbceb022ffd4
OPS-003-Event-Planning-AI,Event Planning Ai,infra,planned,planned,yes,5e3fc237-1b40-4f1a-81f7-b66908c2d4fa
OPS-004-Inventory-Management-AI,Inventory Management Ai,infra,planned,planned,yes,1fb0e709-9257-4ae0-813c-6cb58db2e67f
OPS-005-Project-Management-AI,Project Management Ai,infra,planned,planned,yes,0c242bc0-f5ff-4fdc-b9d4-9852ef03e2e9
OPS-006-Document-Automation-AI,Document Automation Ai,infra,planned,planned,yes,8bbadd79-cc3b-4b86-8e03-cfcf42ba8020
OPS-007-Meeting-Assistant-AI,Meeting Assistant Ai,infra,planned,planned,yes,3a440860-6aed-44b2-8493-72da772496b6
OPS-008-Recruitment-AI,Recruitment Ai,infra,planned,planned,yes,03bdd08f-74c4-4136-9e20-b1116922c386
OPS-009-Onboarding-AI,Onboarding Ai,infra,planned,planned,yes,df8ee065-d3df-42ba-965a-36aa4447dad0
OPS-010-Training-Platform-AI,Training Platform Ai,infra,planned,planned,yes,5c08d1ff-20c0-4a01-87cb-956b582323f6
OPS-011-Performance-Review-AI,Performance Review Ai,infra,planned,planned,yes,5aa9e65e-074b-4408-807c-0a61a3933178
OPS-012-IT-Support-AI,It Support Ai,infra,planned,planned,yes,ca25a4c2-eb95-4398-8a59-9582d5b1d55e
OPS-013-Facilities-Management-AI,Facilities Management Ai,infra,planned,planned,yes,0237b0cc-4b8b-4979-9c97-31ecd9f9645d
OPS-014-Travel-Booking-AI,Travel Booking Ai,infra,planned,planned,yes,774b5bed-dc3f-4806-9fb0-f5c21915d1d2
OPS-015-Expense-Management-AI,Expense Management Ai,infra,planned,planned,yes,0cb23daa-89cf-4024-8d48-19ef3070544b
OPS-016-Contract-Management-AI,Contract Management Ai,infra,planned,planned,yes,fafe2c68-f76b-4d84-9253-8ea7ac027ba4
OPS-017-Compliance-Monitoring-AI,Compliance Monitoring Ai,infra,planned,planned,yes,72608f4f-f023-4385-821e-8ad4f20052ac
OPS-018-Quality-Control-AI,Quality Control Ai,infra,planned,planned,yes,2dbe782e-9a2d-4c1d-876f-1809ee9b1044
OPS-019-Asset-Management-AI,Asset Management Ai,infra,planned,planned,yes,0560c36b-06ee-4de2-97ab-60b75d4d1036
OPS-020-Time-Tracking-AI,Time Tracking Ai,infra,planned,planned,yes,2471d5ff-1524-4bca-98f6-48080f8b75d6
OPS-021-Document-Security-AI,Document Security Ai,infra,planned,planned,yes,5e14ba4a-4152-4f8b-b782-1e9cc56299d4
OPS-022-Knowledge-Management-AI,Knowledge Management Ai,infra,planned,planned,yes,f7a0bd5f-e055-49a7-87ad-36d53d8998c6
OPS-023-Meeting-Transcription-AI,Meeting Transcription Ai,infra,planned,planned,yes,735005b0-79ea-4830-9dea-3cbe38f8bdc5
OPS-024-Task-Automation-AI,Task Automation Ai,infra,planned,planned,yes,4d4db78a-818f-4ad3-81fb-cb4b4a1f9fbe
OPS-025-Resource-Allocation-AI,Resource Allocation Ai,infra,planned,planned,yes,933b10c3-7a89-4d1b-82b1-febd2e6a61c1
OPS-026-Budget-Planning-AI,Budget Planning Ai,infra,planned,planned,yes,4f023153-7cc2-4fd6-a3cd-f26cd8027276
OPS-027-Cost-Optimization-AI,Cost Optimization Ai,infra,planned,planned,yes,783ccaf8-0436-4f3d-9284-79e695dcdf33
OPS-028-Procurement-AI,Procurement Ai,infra,planned,planned,yes,2b217759-65d7-4d87-bced-0e92d53f7731
OPS-029-Vendor-Management-AI,Vendor Management Ai,infra,planned,planned,yes,9161fa5c-e0fb-4f9d-9a95-6f1134138635
OPS-030-Contract-Negotiation-AI,Contract Negotiation Ai,infra,planned,planned,yes,64ce1558-ee32-401f-b32d-282226c6334b
OPS-031-Legal-Document-AI,Legal Document Ai,infra,planned,planned,yes,a261645e-f15b-413d-8da7-a5322ba956df
OPS-032-Compliance-Reporting-AI,Compliance Reporting Ai,infra,planned,planned,yes,2f16da0b-8695-4e68-afe3-b40d36cb83ea
OPS-033-Training-Content-AI,Training Content Ai,infra,planned,planned,yes,f63eb65f-2a9c-4cf6-857c-a306d4e95c7f
OPS-034-Employee-Engagement-AI,Employee Engagement Ai,infra,planned,planned,yes,213c42db-79a1-4d1f-84da-4f7fe03ab2fd
OPS-035-Succession-Planning-AI,Succession Planning Ai,infra,planned,planned,yes,0a663217-7731-41d7-873f-13f9742a9a8c
OPS-036-Workspace-Design-AI,Workspace Design Ai,infra,planned,planned,yes,39a765a6-ab7e-4202-a7a0-2f46f2770030
OPS-037-Energy-Efficiency-AI,Energy Efficiency Ai,infra,planned,planned,yes,ee6e566c-e19d-47b1-a996-460577499ee4
OPS-038-Security-Monitoring-AI,Security Monitoring Ai,infra,planned,planned,yes,7a6cd400-f3e4-4653-8fcb-4c4c6a4918ab
OPS-039-Health-Safety-AI,Health Safety Ai,infra,planned,planned,yes,012af0d5-5417-42ba-8396-a5b6a507f98a
OPS-040-Disaster-Recovery-AI,Disaster Recovery Ai,infra,planned,planned,yes,082e7623-58f3-484b-a306-43d607fbf147
OPS-041-IT-Asset-Management,It Asset Management,infra,planned,planned,yes,47f63152-0995-4ec3-b05a-aa6fa827cbd7
OPS-042-Cloud-Cost-Management,Cloud Cost Management,infra,planned,planned,yes,de6c1ef8-064c-459a-b0ba-80ff12ef8e57
OPS-043-Data-Governance-AI,Data Governance Ai,infra,planned,planned,yes,b1d14f32-5a17-4f6a-93a2-e6b71b9df4f9
OPS-044-Network-Monitoring-AI,Network Monitoring Ai,infra,planned,planned,yes,69639ed0-9841-4162-9ace-487b616a5091
OPS-045-Software-Licensing-AI,Software Licensing Ai,infra,planned,planned,yes,66f63ebc-0cf0-41c6-87e0-ece2ac619d71
OPS-046-IT-Procurement-AI,It Procurement Ai,infra,planned,planned,yes,622c2502-572f-453f-93f4-13b966aa4d29
OPS-047-System-Integration-AI,System Integration Ai,infra,planned,planned,yes,95727391-6ad0-4fd1-9802-046ed618ca5d
OPS-048-Data-Backup-AI,Data Backup Ai,infra,planned,planned,yes,5f4b6855-0f89-4ea3-9c09-d10c6e1b4306
OPS-049-Business-Continuity-AI,Business Continuity Ai,infra,planned,planned,yes,b8200ab5-1190-49c0-b132-4724ca99e76b
OPS-050-Compliance-Audit-AI,Compliance Audit Ai,infra,planned,planned,yes,b3f6845c-1dcd-49dd-942a-d40a725a0c33
OPS-051-Document-Collaboration-AI,Document Collaboration Ai,infra,planned,planned,yes,ebb70e0c-1063-4a75-a802-6388956cf2c9
OPS-052-Video-Conferencing-AI,Video Conferencing Ai,infra,planned,planned,yes,b4aadd69-a0cd-4372-accb-0f10755d6931
OPS-053-Email-Management-AI,Email Management Ai,infra,planned,planned,yes,0c6aee03-1791-4ee5-be62-3b728b329507
OPS-054-Calendar-Optimization-AI,Calendar Optimization Ai,infra,planned,planned,yes,d948b9d2-9bdc-4bfc-9844-a1e41782328d
OPS-055-Project-Budget-AI,Project Budget Ai,infra,planned,planned,yes,865e4148-4fb4-4fb6-96ec-65c6602936e8
OPS-056-Resource-Forecasting-AI,Resource Forecasting Ai,infra,planned,planned,yes,203edd61-c09c-41e0-abef-16e704e8a993
OPS-057-Task-Prioritization-AI,Task Prioritization Ai,infra,planned,planned,yes,cd364a11-c88e-4bd2-8e33-597a2d0a1ec9
OPS-058-Time-Management-AI,Time Management Ai,infra,planned,planned,yes,f2dd65e6-3f8c-4797-8d8f-b00486d6c65a
OPS-059-Meeting-Minutes-AI,Meeting Minutes Ai,infra,planned,planned,yes,ea968b19-2da6-411f-b8be-2afe004e4eea
OPS-060-Document-Translation-AI,Document Translation Ai,infra,planned,planned,yes,0b77ec4f-069c-4cec-a1ab-e512b6112c51
OPS-061-Form-Automation-AI,Form Automation Ai,infra,planned,planned,yes,9535c69f-9a5a-48bf-a7b1-4aed7892a4b8
OPS-062-Report-Generation-AI,Report Generation Ai,infra,planned,planned,yes,69d0a7bd-f645-48e8-9370-1598d91fce73
OPS-063-Dashboard-Creation-AI,Dashboard Creation Ai,infra,planned,planned,yes,8e2753b4-45a7-4962-8133-b68e39ecb7b6
OPS-064-Analytics-Platform-AI,Analytics Platform Ai,infra,planned,planned,yes,5ed5ea2b-a0c7-49c6-88af-40910a9737b4
OPS-065-Data-Cleaning-AI,Data Cleaning Ai,infra,planned,planned,yes,e5ba6735-4b66-48a7-8233-01e0820580e8
OPS-066-Workflow-Management-AI,Workflow Management Ai,infra,planned,planned,yes,070d3984-7a16-478c-af2d-eb1ee1956679
EDU-001-Youth-Entrepreneurship-Curriculum,Youth Entrepreneurship Curriculum,edtech,planned,planned,yes,1982f9d5-9906-4258-b726-8b7a1dc134ad
EDU-002-AI-Literacy-Program,Ai Literacy Program,edtech,planned,planned,yes,86a605b4-2b10-40a8-aab4-f18b84d5c0fb
EDU-003-Coding-Mentor-Certification,Coding Mentor Certification,edtech,planned,planned,yes,f46b7bb4-f6c6-48f8-ba17-40df684211eb
EDU-004-Real-Estate-Licensing-Prep,Real Estate Licensing Prep,edtech,planned,planned,yes,0142298f-d27e-4f27-b9f7-621d7df2051d
EDU-005-Coding-Bootcamp,Coding Bootcamp,edtech,planned,planned,yes,f3a1e437-3730-4ecc-93de-8bd39ce4ab73
EDU-006-Homeschooling-Content-AI,Homeschooling Content Ai,edtech,planned,planned,yes,970a10cd-39de-444c-ab02-a322ffe9595b
EDU-007-AI-Tutoring-Platform,Ai Tutoring Platform,edtech,planned,planned,yes,76fc699c-07a5-47f1-850b-1b87d4b09383
EDU-008-Branding-Templates-Marketplace,Branding Templates Marketplace,edtech,planned,planned,yes,f0148df8-77c8-4c40-9ef8-fcd5cb87edef
EDU-009-Voiceover-Script-Library,Voiceover Script Library,edtech,planned,planned,yes,50fdd75b-08e3-4b25-adb5-3252b0218edc
EDU-010-Trade-Skills-Bootcamp,Trade Skills Bootcamp,edtech,planned,planned,yes,ec0ff7a7-721f-46a0-90a3-e3844221e78f
EDU-011-Franchise-Blueprint-System,Franchise Blueprint System,edtech,planned,planned,yes,ddd8bd06-d375-4481-bbc8-094e7dd3297a
EDU-012-Low-Income-Housing-Blueprint,Low Income Housing Blueprint,edtech,planned,planned,yes,4285eea8-23f3-45c8-8a66-f9fb65d29550
EDU-013-Automated-Empire-Book,Automated Empire Book,edtech,planned,planned,yes,5e6d3547-fc5a-4511-b7dc-ea829aff7b17
EDU-014-BIPOC-Creator-Incubator,Bipoc Creator Incubator,edtech,planned,planned,yes,cbd335a4-72a4-4872-ae3d-cf1ba1a704d3
EDU-015-AI-Legal-Doc-Generator,Ai Legal Doc Generator,edtech,planned,planned,yes,7bc634f2-5227-4b5b-986d-f73c46f575d3
EDU-016-Virtual-Black-Art-Museum,Virtual Black Art Museum,edtech,planned,planned,yes,dc8b2b20-b9d9-4fe4-a751-0a6c19e15f63
EDU-017-AI-Coding-Tutor,Ai Coding Tutor,edtech,growth,active,yes,563d83e2-b55d-4660-8124-578d94f48393
EDU-018-Online-Course-Creator,Online Course Creator,edtech,planned,planned,yes,a6ff4191-ea6d-4ae7-8594-4d8e5c817a24
EDU-019-Executive-Education-Program,Executive Education Program,edtech,planned,planned,yes,32788fce-aee1-4580-be35-f23a5ba2e185
EDU-020-Youth-STEM-Program,Youth Stem Program,edtech,planned,planned,yes,eab49199-7a5e-43e3-b17a-7783f2ba88df
EDU-021-Remote-Work-Certification,Remote Work Certification,edtech,planned,planned,yes,57714f4e-8b35-4ba2-acd6-be638b5651bc
EDU-022-AI-Research-Assistant,Ai Research Assistant,edtech,planned,planned,yes,13a359cd-b81e-4308-97ae-866caa26cbaf
EDU-023-Personal-Finance-Coach,Personal Finance Coach,edtech,planned,planned,yes,a7313b93-1f7c-4b8d-a76f-05adc9f19044
EDU-024-Language-Learning-AI,Language Learning Ai,edtech,planned,planned,yes,3579fc6c-200c-4f67-af16-e9d6daa8aeef
EDU-025-Test-Preparation-AI,Test Preparation Ai,edtech,planned,planned,yes,81a03724-68a5-4a57-bdfc-6439241ce809
EDU-026-Corporate-Training-AI,Corporate Training Ai,edtech,planned,planned,yes,3d9e26bd-f37c-4d22-a32c-e6fbc723b813
EDU-027-Medical-Education-AI,Medical Education Ai,edtech,planned,planned,yes,b0ebffe2-21fe-4d7f-917a-1c648598d852
EDU-028-Legal-Education-AI,Legal Education Ai,edtech,planned,planned,yes,01d525cb-7d20-400d-8755-feb73fdad2be
EDU-029-Music-Education-AI,Music Education Ai,edtech,planned,planned,yes,96e42cd0-c04d-49c2-a9c7-696fc08fe1f1
EDU-030-Art-Education-AI,Art Education Ai,edtech,planned,planned,yes,165c6d9c-7d5a-437e-bd7b-32ef5591b556
