venture_id,name,sector,stage,status,required_capabilities,implemented_capabilities,coverage_pct
MC-001-YouTube-Channel-Network,Youtube Channel Network,media,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-002-Podcast-Network,Podcast Network,media,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-003-Blog-Network,Blog Network,media,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-004-Influencer-Agency,Influencer Agency,media,validation,validation,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-005-Content-Creation-Studio,Content Creation Studio,media,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-006-Video-Production-Company,Video Production Company,media,validation,validation,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-007-Animation-Studio,Animation Studio,media,planned,planned,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-008-Music-Production,Music Production,media,validation,validation,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-009-Stock-Photography,Stock Photography,media,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-010-Stock-Video,Stock Video,media,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-011-Online-Magazine,Online Magazine,media,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-012-News-Website,News Website,media,validation,validation,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-013-Streaming-Platform,Streaming Platform,media,planned,planned,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-014-Gaming-Channel,Gaming Channel,media,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-015-Esports-Team,Esports Team,media,planned,planned,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-016-Virtual-Events-Platform,Virtual Events Platform,media,planned,planned,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-017-Online-Course-Platform,Online Course Platform,media,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-018-Membership-Site,Membership Site,media,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-019-Digital-Download-Store,Digital Download Store,media,mvp,development,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
MC-020-NFT-Marketplace,Nft Marketplace,media,planned,planned,analytics;api;authentication;automation;dashboard;database;notifications;payments;search,,0.0
ET-001-Online-Tutoring-Platform,Online Tutoring Platform,education,mvp,development,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-002-Language-Learning-App,Language Learning App,education,mvp,development,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-003-Test-Prep-Service,Test Prep Service,education,validation,validation,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-004-Coding-Bootcamp,Coding Bootcamp,education,validation,validation,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-005-Professional-Certification,Professional Certification,education,validation,validation,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-006-Corporate-Training,Corporate Training,education,validation,validation,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-007-Skills-Assessment-Platform,Skills Assessment Platform,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-008-Career-Coaching,Career Coaching,education,mvp,development,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-009-Resume-Writing-Service,Resume Writing Service,education,mvp,development,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-010-Interview-Prep-Platform,Interview Prep Platform,education,mvp,development,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-011-Mentorship-Platform,Mentorship Platform,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-012-Educational-Content-Library,Educational Content Library,education,mvp,development,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-013-VR-Training-Simulations,Vr Training Simulations,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-014-Gamified-Learning-App,Gamified Learning App,education,planned,planned,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ET-015-Homeschool-Curriculum,Homeschool Curriculum,education,validation,validation,analytics;api;authentication;dashboard;database;notifications;payments;search;workspace,,0.0
ST-001-SaaS-Platform,Saas Platform,technology,mvp,development,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-002-Mobile-App-Development,Mobile App Development,technology,mvp,development,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-003-Web-Development-Agency,Web Development Agency,technology,mvp,development,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-004-Custom-Software-Development,Custom Software Development,technology,validation,validation,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-005-API-Development,Api Development,technology,mvp,development,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-006-Cloud-Infrastructure,Cloud Infrastructure,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-007-DevOps-Consulting,Devops Consulting,technology,validation,validation,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-008-Cybersecurity-Service,Cybersecurity Service,technology,validation,validation,agent;api;authentication;automation;dashboard;database;devtools;llm;payments;security,,0.0
ST-009-Data-Analytics-Platform,Data Analytics Platform,technology,planned,planned,agent;analytics;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-010-Business-Intelligence-Tool,Business Intelligence Tool,technology,planned,planned,agent;analytics;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-011-CRM-Platform,Crm Platform,technology,planned,planned,agent;api;authentication;automation;crm;dashboard;database;devtools;llm;payments,,0.0
ST-012-Project-Management-Tool,Project Management Tool,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-013-Communication-Platform,Communication Platform,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-014-Collaboration-Software,Collaboration Software,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments;workspace,,0.0
ST-015-Automation-Platform,Automation Platform,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-016-AI,Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-017-Chatbot-Builder,Chatbot Builder,technology,mvp,development,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-018-E-commerce-Platform,E Commerce Platform,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-019-Payment-Processing,Payment Processing,technology,validation,validation,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-020-Blockchain-Platform,Blockchain Platform,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-021-IoT-Platform,Iot Platform,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-022-AR,Ar,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-023-Game-Development,Game Development,technology,validation,validation,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-024-Marketing-Automation,Marketing Automation,technology,mvp,development,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-025-Sales-Automation,Sales Automation,technology,mvp,development,agent;api;authentication;automation;crm;dashboard;database;devtools;llm;payments,,0.0
ST-026-HR-Tech-Platform,Hr Tech Platform,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-027-Legal-Tech-Platform,Legal Tech Platform,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-028-Health-Tech-Platform,Health Tech Platform,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-029-EdTech-Platform,Edtech Platform,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
ST-030-PropTech-Platform,Proptech Platform,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
EC-001-Angels-in-Daylight,Angels In Daylight,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,dashboard;fashion-design;machine-learning,11.1
EC-002-New-World-Apparel,New World Apparel,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;fashion-design;notifications;payments;search,fashion-design,10.0
EC-003-Shopify-Autopilot,Shopify Autopilot,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,agent;dashboard,11.1
EC-004-Shoe-Customizer,Shoe Customizer,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-005-Sunglasses-AI,Sunglasses Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-006-Dropship-Hub,Dropship Hub,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,agent;dashboard,11.1
EC-007-Personal-Shopper-AI,Personal Shopper Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-008-Custom-Sneaker-AI,Custom Sneaker Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-009-Sustainable-Fashion-AI,Sustainable Fashion Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;fashion-design;llm;notifications;payments;search,fashion-design;llm,18.2
EC-010-Jewelry-Designer-AI,Jewelry Designer Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-011-Virtual-Try-On-AI,Virtual Try On Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-012-Fashion-Designer-AI,Fashion Designer Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;fashion-design;llm;notifications;payments;search,fashion-design;llm,18.2
EC-013-Merch-Licensing,Merch Licensing,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-014-Subscription-Box-AI,Subscription Box Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-015-Surf-Gear-AI,Surf Gear Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-016-Ski-Gear-AI,Ski Gear Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-017-Golf-Gear-AI,Golf Gear Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-018-Fishing-Gear-AI,Fishing Gear Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-019-Yoga-Gear-AI,Yoga Gear Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-020-Costume-Shop-AI,Costume Shop Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-021-Luggage-AI,Luggage Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-022-Home-Appliance-AI,Home Appliance Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-023-Tool-Shop-AI,Tool Shop Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-024-Garden-Supply-AI,Garden Supply Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-025-Collectible-AI,Collectible Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-026-Hobby-Shop-AI,Hobby Shop Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-027-Kids-Toy-Line,Kids Toy Line,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-028-NFT-Fashion-Licensing,Nft Fashion Licensing,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;fashion-design;notifications;payments;search,fashion-design,10.0
EC-029-Instant-Brand-Generator,Instant Brand Generator,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-030-AI-Product-Photographer,Ai Product Photographer,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-031-Automated-Inventory-Forecaster,Automated Inventory Forecaster,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-032-Dynamic-Pricing-Engine,Dynamic Pricing Engine,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,agent;dashboard,11.1
EC-033-Ad-Optimizer-AI,Ad Optimizer Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-034-Recommendation-Engine,Recommendation Engine,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,agent;dashboard,11.1
EC-035-Review-Aggregator-AI,Review Aggregator Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-036-Fulfillment-Network-AI,Fulfillment Network Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-037-Return-Optimization-AI,Return Optimization Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-038-Chatbot-Customer-Service,Chatbot Customer Service,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-039-Visual-Search-AI,Visual Search Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm;search,20.0
EC-040-Abandoned-Cart-Recovery,Abandoned Cart Recovery,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-041-Seasonal-Trend-Predictor,Seasonal Trend Predictor,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-042-Influencer-Matchmaker,Influencer Matchmaker,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-043-UGC-Content-Aggregator,Ugc Content Aggregator,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,agent;dashboard,11.1
EC-044-Live-Commerce-Platform,Live Commerce Platform,marketplace,growth,active,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-045-AR-Virtual-Fitting-Room,Ar Virtual Fitting Room,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-046-3D-Product-Viewer,3D Product Viewer,marketplace,growth,active,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-047-Carbon-Footprint-Tracker,Carbon Footprint Tracker,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,,0.0
EC-048-Wholesale-Marketplace-AI,Wholesale Marketplace Ai,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-049-Rental-Marketplace,Rental Marketplace,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;notifications;payments;search,agent;dashboard,11.1
EC-050-AI-Product-Descriptions,Ai Product Descriptions,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-051-AI-Email-Marketing,Ai Email Marketing,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm;notifications,20.0
EC-052-AI-Product-Bundler,Ai Product Bundler,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-053-AI-Visual-Merchandiser,Ai Visual Merchandiser,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-054-AI-Demand-Forecasting,Ai Demand Forecasting,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-055-AI-Warehouse-Management,Ai Warehouse Management,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-056-AI-Supplier-Matching,Ai Supplier Matching,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-057-AI-Quality-Control,Ai Quality Control,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-058-AI-Packaging-Designer,Ai Packaging Designer,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-059-AI-Logistics-Planner,Ai Logistics Planner,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-060-AI-Customer-Loyalty,Ai Customer Loyalty,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-061-AI-Gift-Finder,Ai Gift Finder,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-062-AI-Trend-Hunter,Ai Trend Hunter,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-063-AI-Market-Research,Ai Market Research,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-064-AI-Competitor-Watcher,Ai Competitor Watcher,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-065-AI-Product-Development,Ai Product Development,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-066-AI-Customer-Journey,Ai Customer Journey,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-067-AI-Payment-Optimization,Ai Payment Optimization,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm;payments,20.0
EC-068-AI-Returns-Management,Ai Returns Management,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-069-AI-Shipping-Labeler,Ai Shipping Labeler,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-070-AI-Product-Launch-Coach,Ai Product Launch Coach,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-071-AI-Vendor-Negotiator,Ai Vendor Negotiator,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-072-AI-Product-Cataloger,Ai Product Cataloger,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-073-AI-Order-Prioritizer,Ai Order Prioritizer,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-074-AI-Customer-Segmentation,Ai Customer Segmentation,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-075-AI-Pricing-Analyst,Ai Pricing Analyst,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-076-AI-Sales-Forecasting,Ai Sales Forecasting,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,crm;llm,20.0
EC-077-AI-Inventory-Reordering,Ai Inventory Reordering,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-078-AI-Product-Comparison,Ai Product Comparison,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-079-AI-Customer-Feedback,Ai Customer Feedback,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-080-AI-Product-Updates,Ai Product Updates,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-081-AI-Cross-Selling,Ai Cross Selling,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-082-AI-Up-Selling,Ai Up Selling,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-083-AI-Product-Education,Ai Product Education,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-084-AI-Purchase-Timing,Ai Purchase Timing,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-085-AI-Customer-Support,Ai Customer Support,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-086-AI-Order-Tracking,Ai Order Tracking,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-087-AI-Product-Reviews,Ai Product Reviews,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-088-AI-Customer-Community,Ai Customer Community,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-089-AI-Product-Customization,Ai Product Customization,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-090-AI-Gift-Registry,Ai Gift Registry,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-091-AI-Wedding-Registry,Ai Wedding Registry,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-092-AI-Baby-Registry,Ai Baby Registry,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-093-AI-Holiday-Planner,Ai Holiday Planner,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-094-AI-Personal-Shopper,Ai Personal Shopper,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-095-AI-Color-Match,Ai Color Match,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-096-AI-Fabric-Advisor,Ai Fabric Advisor,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-097-AI-Fit-Recommendation,Ai Fit Recommendation,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-098-AI-Outfit-Builder,Ai Outfit Builder,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-099-AI-Seasonal-Forecast,Ai Seasonal Forecast,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-100-AI-Wardrobe-Planner,Ai Wardrobe Planner,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-101-AI-Accessory-Match,Ai Accessory Match,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-102-AI-Shoe-Match,Ai Shoe Match,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-103-AI-Jewelry-Match,Ai Jewelry Match,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-104-AI-Bag-Match,Ai Bag Match,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-105-AI-Color-Palette,Ai Color Palette,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-106-AI-Outfit-Recycling,Ai Outfit Recycling,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-107-AI-Style-Evolution,Ai Style Evolution,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-108-AI-Budget-Stylist,Ai Budget Stylist,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-109-AI-Trend-Archive,Ai Trend Archive,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
EC-110-AI-Vintage-Advisor,Ai Vintage Advisor,marketplace,planned,planned,analytics;api;authentication;crm;dashboard;database;llm;notifications;payments;search,llm,10.0
TECH-001-Quantum-Algorithm-AI,Quantum Algorithm Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-002-AI-Compliance-Scanner,Ai Compliance Scanner,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-003-Cloud-Management-AI,Cloud Management Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-004-Robotics-Training-AI,Robotics Training Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-005-Customer-Insights-AI,Customer Insights Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-006-Voice-Assistant-AI,Voice Assistant Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-007-Blockchain-Verifier-AI,Blockchain Verifier Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-008-Cybersecurity-Shield,Cybersecurity Shield,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments;security,,0.0
TECH-009-Content-Studio-AI,Content Studio Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-010-Smart-Home-AI,Smart Home Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-011-Supply-Chain-Optimizer,Supply Chain Optimizer,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,,0.0
TECH-012-Data-Visualization-AI,Data Visualization Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-013-Workflow-Automation,Workflow Automation,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,agent;automation;llm,33.3
TECH-014-Sentiment-Analyzer,Sentiment Analyzer,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,agent;automation;llm,33.3
TECH-015-Image-Recognition-AI,Image Recognition Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
TECH-016-Video-Editor-AI,Video Editor Ai,technology,planned,planned,agent;api;authentication;automation;dashboard;database;devtools;llm;payments,llm,11.1
